Date,Category,Amount,Payment Method,Description
10-09-2024,Income,461,Bkash,Rent 
28-12-2024,Expense,926,Credit Card,Transfer 
16-06-2024,Expense,721,Credit Card,Salary 
26-08-2024,Income,490,Nagad,Transfer 
28-06-2024,Expense,630,Credit Card,Groceries 
04-08-2023,Income,722,Nagad,Salary 
08-04-2024,Income,537,Credit Card,Shopping 
24-08-2024,Income,512,Credit Card,Groceries 
28-02-2023,Income,631,Nagad,Groceries 
04-01-2023,Income,485,Credit Card,Groceries 
01-07-2024,Income,879,Bkash,Groceries 
09-11-2024,Income,461,Bkash,Shopping 
28-01-2024,Income,823,Credit Card,Transfer 
15-09-2024,Expense,111,Credit Card,Transfer 
22-01-2023,Expense,285,Credit Card,Transfer 
05-05-2023,Expense,279,Nagad,Transfer 
08-06-2024,Income,890,Nagad,Salary 
07-11-2024,Income,644,Cash,Transfer 
23-09-2024,Income,173,Nagad,Transfer 
09-03-2024,Expense,556,Credit Card,Groceries 
08-02-2024,Income,810,Credit Card,Transfer 
28-04-2023,Expense,152,Cash,Rent 
07-11-2024,Income,648,Nagad,Salary 
01-06-2024,Expense,643,Cash,Rent 
18-07-2023,Expense,467,Credit Card,Rent 
24-05-2024,Income,654,Cash,Transfer 
27-02-2024,Expense,267,Bkash,Salary 
08-10-2023,Income,179,Cash,Transfer 
16-10-2023,Expense,651,Credit Card,Transfer 
02-01-2023,Income,985,Cash,Salary 
16-06-2023,Expense,404,Cash,Groceries 
19-01-2023,Income,805,Bkash,Shopping 
05-03-2023,Income,286,Credit Card,Rent 
24-02-2024,Income,908,Nagad,Groceries 
01-01-2024,Income,796,Nagad,Groceries 
13-01-2023,Income,759,Credit Card,Salary 
16-09-2023,Expense,824,Cash,Transfer 
03-11-2024,Expense,745,Bkash,Salary 
15-12-2024,Income,828,Cash,Rent 
25-04-2023,Expense,612,Cash,Groceries 
01-05-2023,Income,276,Cash,Rent 
03-08-2024,Expense,781,Bkash,Transfer 
24-09-2024,Expense,719,Nagad,Salary 
23-11-2023,Expense,875,Cash,Shopping 
04-08-2023,Expense,614,Cash,Shopping 
15-07-2024,Income,781,Credit Card,Rent 
03-03-2024,Expense,174,Bkash,Transfer 
21-09-2024,Expense,789,Bkash,Rent 
16-01-2024,Income,204,Credit Card,Salary 
22-12-2023,Expense,260,Bkash,Groceries 
16-02-2023,Expense,395,Credit Card,Transfer 
11-11-2023,Income,661,Cash,Shopping 
01-09-2024,Income,813,Bkash,Rent 
23-01-2023,Expense,584,Cash,Salary 
18-07-2023,Expense,272,Cash,Transfer 
18-07-2023,Income,732,Credit Card,Transfer 
05-04-2024,Expense,505,Bkash,Groceries 
02-10-2023,Expense,336,Credit Card,Groceries 
12-10-2024,Income,915,Nagad,Salary 
06-01-2023,Income,212,Credit Card,Rent 
26-03-2023,Income,945,Cash,Groceries 
22-07-2023,Income,493,Nagad,Transfer 
27-02-2024,Expense,885,Cash,Transfer 
11-12-2024,Income,333,Nagad,Transfer 
12-08-2024,Expense,483,Credit Card,Groceries 
19-08-2024,Expense,419,Credit Card,Transfer 
14-04-2023,Income,381,Cash,Shopping 
14-12-2023,Income,324,Bkash,Salary 
21-10-2023,Income,390,Credit Card,Transfer 
13-07-2024,Income,905,Bkash,Shopping 
28-07-2024,Income,865,Bkash,Salary 
12-08-2024,Income,504,Cash,Rent 
05-08-2023,Expense,193,Nagad,Transfer 
17-10-2024,Income,197,Cash,Transfer 
02-09-2024,Expense,889,Cash,Transfer 
27-01-2024,Income,475,Nagad,Rent 
15-02-2023,Expense,880,Cash,Rent 
18-10-2023,Income,578,Nagad,Groceries 
23-09-2024,Expense,908,Credit Card,Rent 
05-08-2024,Income,705,Bkash,Shopping 
26-11-2024,Income,281,Cash,Rent 
16-04-2023,Expense,242,Cash,Groceries 
18-06-2024,Income,129,Credit Card,Salary 
15-05-2023,Expense,119,Bkash,Transfer 
18-11-2024,Income,798,Credit Card,Groceries 
01-10-2023,Income,559,Credit Card,Transfer 
26-07-2024,Expense,776,Credit Card,Salary 
19-09-2023,Income,599,Cash,Salary 
19-01-2023,Income,735,Cash,Shopping 
06-02-2023,Expense,110,Cash,Salary 
16-05-2024,Income,430,Credit Card,Shopping 
10-05-2024,Income,282,Nagad,Groceries 
21-12-2024,Income,205,Cash,Shopping 
02-11-2024,Income,617,Nagad,Rent 
23-12-2024,Expense,377,Nagad,Rent 
24-07-2024,Expense,630,Cash,Transfer 
26-04-2023,Expense,164,Nagad,Shopping 
11-11-2023,Expense,854,Bkash,Rent 
26-05-2023,Expense,101,Cash,Transfer 
24-08-2024,Expense,326,Nagad,Salary 
18-06-2023,Income,436,Credit Card,Transfer 
04-07-2023,Expense,304,Cash,Salary 
18-09-2023,Expense,654,Cash,Transfer 
15-04-2024,Expense,169,Bkash,Rent 
21-02-2023,Expense,396,Nagad,Salary 
19-08-2023,Income,624,Cash,Groceries 
11-08-2023,Expense,446,Cash,Groceries 
08-01-2023,Expense,547,Bkash,Rent 
28-09-2024,Income,346,Cash,Groceries 
17-05-2023,Expense,447,Nagad,Rent 
26-06-2024,Expense,357,Bkash,Shopping 
08-06-2024,Income,891,Nagad,Salary 
07-01-2024,Expense,125,Bkash,Shopping 
15-10-2023,Expense,681,Bkash,Transfer 
15-12-2023,Expense,676,Nagad,Transfer 
13-03-2024,Income,329,Bkash,Rent 
11-01-2023,Income,619,Nagad,Rent 
20-07-2024,Expense,458,Nagad,Salary 
21-08-2024,Income,902,Cash,Transfer 
20-04-2024,Expense,998,Cash,Groceries 
07-06-2023,Expense,510,Credit Card,Transfer 
20-12-2023,Income,665,Nagad,Groceries 
20-06-2023,Expense,315,Credit Card,Shopping 
11-03-2023,Expense,461,Credit Card,Rent 
14-11-2023,Income,275,Cash,Salary 
25-01-2024,Expense,258,Credit Card,Salary 
01-07-2024,Income,998,Bkash,Rent 
27-12-2023,Income,381,Credit Card,Rent 
04-04-2023,Income,804,Bkash,Transfer 
23-04-2024,Expense,442,Bkash,Shopping 
16-01-2023,Income,365,Credit Card,Salary 
14-01-2023,Income,978,Nagad,Groceries 
27-11-2024,Income,250,Nagad,Transfer 
01-10-2024,Expense,460,Nagad,Salary 
25-05-2023,Income,920,Cash,Transfer 
08-06-2024,Expense,578,Nagad,Salary 
07-06-2023,Expense,276,Nagad,Rent 
14-01-2024,Income,827,Credit Card,Shopping 
28-04-2023,Expense,164,Cash,Groceries 
09-06-2023,Expense,843,Nagad,Groceries 
09-04-2024,Expense,631,Bkash,Transfer 
09-07-2024,Income,739,Credit Card,Transfer 
08-08-2024,Income,740,Cash,Groceries 
28-01-2023,Income,368,Bkash,Rent 
28-04-2023,Income,701,Bkash,Rent 
28-05-2024,Expense,406,Bkash,Rent 
16-09-2024,Expense,134,Credit Card,Shopping 
02-06-2024,Income,780,Bkash,Transfer 
11-02-2024,Expense,236,Cash,Transfer 
03-10-2023,Expense,554,Bkash,Rent 
16-12-2024,Expense,299,Credit Card,Transfer 
11-01-2023,Income,382,Credit Card,Rent 
19-09-2023,Income,356,Bkash,Salary 
08-10-2023,Expense,662,Bkash,Groceries 
12-06-2024,Income,148,Bkash,Transfer 
28-05-2024,Income,656,Bkash,Transfer 
15-09-2024,Income,187,Credit Card,Rent 
17-02-2024,Expense,197,Bkash,Shopping 
17-08-2024,Expense,554,Bkash,Rent 
16-03-2024,Income,151,Nagad,Transfer 
06-07-2023,Income,293,Nagad,Rent 
07-10-2024,Income,160,Bkash,Shopping 
01-09-2024,Expense,618,Cash,Shopping 
20-02-2023,Income,993,Credit Card,Salary 
10-04-2023,Income,552,Credit Card,Rent 
14-08-2023,Expense,825,Cash,Shopping 
18-11-2023,Expense,923,Cash,Shopping 
23-02-2024,Income,501,Cash,Shopping 
16-04-2024,Expense,287,Bkash,Groceries 
19-05-2023,Income,581,Bkash,Shopping 
22-04-2024,Expense,425,Cash,Rent 
16-12-2023,Income,563,Cash,Shopping 
05-11-2024,Expense,985,Nagad,Shopping 
19-12-2023,Expense,643,Bkash,Shopping 
14-04-2024,Income,224,Bkash,Shopping 
07-08-2023,Expense,313,Nagad,Rent 
09-03-2023,Income,328,Credit Card,Salary 
18-01-2023,Income,343,Credit Card,Rent 
22-08-2023,Expense,966,Nagad,Salary 
06-08-2024,Expense,501,Bkash,Salary 
02-08-2024,Expense,643,Bkash,Groceries 
18-07-2023,Expense,874,Credit Card,Rent 
26-01-2023,Expense,904,Bkash,Groceries 
09-02-2023,Income,789,Nagad,Shopping 
17-08-2024,Income,668,Cash,Salary 
16-10-2023,Expense,825,Cash,Rent 
09-09-2024,Income,499,Cash,Shopping 
08-11-2024,Expense,969,Bkash,Groceries 
17-07-2023,Expense,987,Cash,Transfer 
25-01-2023,Expense,105,Cash,Shopping 
06-08-2024,Expense,152,Credit Card,Groceries 
21-07-2023,Income,881,Cash,Groceries 
14-01-2023,Income,133,Nagad,Rent 
20-04-2023,Income,354,Cash,Salary 
27-03-2024,Income,705,Cash,Salary 
20-05-2024,Expense,511,Credit Card,Rent 
24-06-2023,Income,810,Cash,Groceries 
18-12-2023,Income,348,Credit Card,Salary 
08-07-2023,Income,702,Credit Card,Salary 
05-12-2023,Income,802,Credit Card,Rent 
14-10-2023,Income,944,Nagad,Transfer 
09-06-2023,Income,412,Credit Card,Salary 
28-03-2024,Income,501,Bkash,Salary 
07-11-2024,Expense,883,Bkash,Rent 
18-04-2024,Expense,492,Bkash,Shopping 
21-08-2024,Income,235,Cash,Groceries 
21-01-2023,Expense,894,Nagad,Rent 
24-08-2023,Expense,851,Cash,Transfer 
14-04-2023,Income,407,Cash,Transfer 
19-02-2024,Expense,893,Nagad,Transfer 
20-08-2024,Expense,917,Credit Card,Shopping 
13-12-2023,Income,158,Credit Card,Shopping 
05-02-2024,Income,246,Credit Card,Shopping 
04-05-2024,Income,870,Bkash,Groceries 
03-07-2024,Expense,214,Bkash,Salary 
17-12-2024,Expense,812,Nagad,Groceries 
04-02-2024,Income,895,Cash,Groceries 
17-07-2023,Expense,666,Bkash,Shopping 
22-04-2024,Income,237,Bkash,Groceries 
13-09-2024,Income,746,Nagad,Rent 
11-12-2023,Income,824,Nagad,Groceries 
07-03-2023,Income,519,Credit Card,Rent 
03-09-2024,Expense,763,Nagad,Transfer 
01-07-2024,Income,760,Nagad,Shopping 
11-07-2024,Expense,664,Credit Card,Groceries 
04-06-2023,Income,261,Credit Card,Transfer 
11-03-2024,Expense,603,Cash,Groceries 
12-01-2023,Income,570,Nagad,Salary 
19-03-2023,Expense,211,Nagad,Groceries 
17-07-2023,Expense,738,Nagad,Salary 
22-02-2023,Income,233,Credit Card,Salary 
15-11-2024,Expense,324,Credit Card,Rent 
02-09-2023,Income,759,Bkash,Rent 
11-11-2023,Income,664,Cash,Groceries 
13-09-2024,Expense,431,Credit Card,Transfer 
14-02-2023,Income,937,Bkash,Transfer 
05-11-2024,Expense,969,Cash,Transfer 
11-06-2024,Income,839,Cash,Shopping 
08-02-2023,Expense,272,Cash,Groceries 
04-08-2024,Expense,499,Nagad,Salary 
08-12-2024,Expense,186,Cash,Salary 
10-09-2024,Expense,470,Cash,Groceries 
20-12-2023,Income,394,Bkash,Groceries 
20-03-2024,Income,378,Bkash,Groceries 
08-09-2024,Income,988,Cash,Groceries 
20-03-2023,Income,605,Nagad,Transfer 
09-12-2024,Expense,292,Bkash,Groceries 
18-10-2024,Income,787,Bkash,Transfer 
03-11-2024,Expense,612,Cash,Salary 
21-06-2023,Expense,265,Nagad,Shopping 
05-01-2023,Expense,876,Cash,Transfer 
25-08-2023,Expense,683,Cash,Shopping 
21-08-2023,Income,768,Nagad,Transfer 
02-02-2023,Income,907,Credit Card,Rent 
08-01-2024,Income,214,Bkash,Groceries 
01-08-2023,Expense,853,Bkash,Shopping 
01-07-2024,Income,133,Cash,Rent 
12-05-2023,Income,971,Nagad,Transfer 
08-03-2023,Income,711,Cash,Transfer 
15-06-2024,Income,742,Nagad,Salary 
09-11-2024,Income,797,Nagad,Groceries 
10-06-2024,Expense,362,Credit Card,Rent 
28-08-2024,Income,379,Bkash,Rent 
20-01-2024,Income,967,Bkash,Rent 
01-05-2024,Income,788,Nagad,Salary 
06-08-2023,Expense,696,Bkash,Shopping 
13-10-2023,Expense,295,Nagad,Groceries 
22-05-2024,Expense,224,Nagad,Salary 
14-07-2024,Income,370,Credit Card,Salary 
07-01-2024,Income,222,Nagad,Rent 
09-02-2024,Expense,585,Credit Card,Salary 
11-09-2023,Expense,138,Credit Card,Rent 
02-08-2023,Income,968,Bkash,Salary 
15-09-2024,Expense,794,Cash,Shopping 
05-02-2024,Expense,704,Nagad,Salary 
05-12-2023,Income,411,Nagad,Shopping 
07-08-2023,Income,359,Bkash,Groceries 
09-02-2024,Income,517,Cash,Shopping 
06-01-2024,Income,544,Nagad,Salary 
28-07-2023,Expense,446,Bkash,Rent 
27-08-2024,Expense,889,Bkash,Groceries 
25-02-2023,Income,277,Nagad,Rent 
28-01-2024,Expense,324,Bkash,Groceries 
14-12-2024,Expense,995,Cash,Groceries 
11-01-2023,Income,526,Nagad,Rent 
21-05-2023,Expense,874,Cash,Rent 
11-11-2024,Expense,861,Credit Card,Transfer 
17-01-2024,Income,808,Nagad,Shopping 
06-08-2024,Income,100,Cash,Salary 
03-08-2023,Expense,899,Bkash,Transfer 
16-04-2024,Expense,937,Credit Card,Rent 
13-03-2024,Income,995,Credit Card,Shopping 
10-01-2024,Expense,583,Credit Card,Transfer 
17-06-2024,Expense,779,Bkash,Shopping 
17-01-2023,Expense,726,Cash,Groceries 
02-12-2023,Expense,520,Bkash,Rent 
25-12-2024,Expense,651,Credit Card,Rent 
22-09-2023,Expense,612,Credit Card,Rent 
28-06-2023,Income,935,Nagad,Groceries 
24-01-2023,Expense,290,Cash,Transfer 
13-07-2024,Income,921,Cash,Groceries 
19-06-2024,Expense,481,Bkash,Salary 
08-07-2023,Income,817,Cash,Groceries 
11-10-2024,Income,506,Nagad,Shopping 
27-08-2024,Income,381,Credit Card,Rent 
28-09-2023,Income,430,Bkash,Rent 
18-08-2024,Income,352,Cash,Salary 
09-09-2023,Expense,701,Credit Card,Rent 
16-01-2024,Expense,455,Cash,Rent 
05-05-2024,Expense,388,Bkash,Transfer 
08-09-2024,Income,260,Credit Card,Transfer 
19-02-2023,Expense,484,Cash,Groceries 
20-01-2023,Expense,706,Cash,Transfer 
28-04-2024,Income,602,Nagad,Groceries 
23-10-2024,Income,368,Bkash,Groceries 
16-01-2023,Expense,930,Bkash,Transfer 
06-01-2023,Expense,124,Credit Card,Groceries 
21-11-2024,Expense,222,Credit Card,Shopping 
11-10-2023,Expense,167,Credit Card,Groceries 
03-07-2024,Expense,791,Nagad,Transfer 
17-11-2024,Expense,413,Bkash,Rent 
22-06-2023,Expense,547,Cash,Shopping 
27-08-2024,Expense,912,Bkash,Salary 
06-03-2023,Expense,269,Nagad,Rent 
08-04-2023,Income,819,Credit Card,Transfer 
05-02-2024,Expense,901,Credit Card,Shopping 
16-01-2023,Expense,344,Credit Card,Shopping 
27-03-2023,Expense,189,Bkash,Salary 
05-08-2023,Income,127,Cash,Transfer 
27-06-2024,Income,788,Cash,Shopping 
06-09-2024,Income,966,Nagad,Salary 
08-12-2023,Expense,139,Cash,Groceries 
03-10-2023,Expense,511,Nagad,Rent 
20-04-2024,Income,408,Cash,Rent 
14-02-2023,Expense,301,Cash,Rent 
22-07-2023,Expense,488,Bkash,Groceries 
01-06-2023,Income,886,Cash,Transfer 
15-03-2023,Expense,212,Cash,Salary 
20-08-2024,Income,832,Credit Card,Salary 
28-11-2023,Expense,610,Nagad,Shopping 
12-03-2023,Expense,602,Bkash,Groceries 
27-01-2024,Expense,219,Nagad,Rent 
15-11-2024,Expense,902,Nagad,Shopping 
17-08-2023,Expense,586,Credit Card,Groceries 
12-12-2024,Expense,366,Credit Card,Groceries 
10-12-2024,Expense,490,Credit Card,Salary 
11-01-2023,Expense,450,Cash,Rent 
21-09-2023,Expense,774,Credit Card,Shopping 
12-12-2023,Expense,247,Cash,Rent 
16-12-2024,Expense,464,Bkash,Rent 
10-07-2024,Income,376,Nagad,Rent 
25-07-2024,Income,874,Cash,Salary 
06-09-2024,Income,800,Cash,Salary 
02-10-2024,Expense,403,Bkash,Shopping 
13-03-2024,Income,487,Credit Card,Rent 
20-09-2023,Income,302,Cash,Shopping 
20-12-2023,Income,533,Credit Card,Shopping 
08-07-2023,Expense,360,Nagad,Salary 
08-04-2023,Expense,355,Cash,Groceries 
06-02-2024,Income,306,Nagad,Shopping 
11-01-2023,Expense,808,Bkash,Transfer 
25-08-2024,Income,744,Credit Card,Transfer 
19-02-2024,Expense,692,Cash,Salary 
09-12-2024,Income,938,Cash,Groceries 
07-09-2024,Income,137,Cash,Groceries 
26-06-2024,Expense,167,Bkash,Groceries 
28-12-2023,Income,949,Cash,Rent 
26-07-2024,Expense,479,Bkash,Salary 
09-01-2024,Expense,446,Bkash,Rent 
15-01-2023,Expense,174,Nagad,Transfer 
20-04-2023,Income,644,Nagad,Rent 
18-01-2023,Income,105,Cash,Transfer 
23-01-2024,Expense,133,Nagad,Salary 
06-07-2023,Income,253,Nagad,Transfer 
17-01-2024,Expense,468,Bkash,Shopping 
23-05-2024,Expense,787,Credit Card,Rent 
23-08-2024,Income,453,Credit Card,Rent 
14-02-2024,Expense,635,Bkash,Rent 
12-12-2024,Expense,289,Bkash,Groceries 
03-06-2024,Income,667,Cash,Transfer 
15-04-2023,Expense,195,Bkash,Transfer 
16-07-2023,Income,808,Credit Card,Shopping 
21-02-2024,Income,799,Cash,Transfer 
10-04-2024,Expense,431,Credit Card,Transfer 
08-04-2024,Expense,288,Bkash,Salary 
13-07-2024,Income,242,Cash,Shopping 
10-06-2024,Expense,761,Nagad,Shopping 
21-01-2024,Income,631,Credit Card,Rent 
03-01-2023,Income,653,Nagad,Transfer 
16-10-2024,Income,509,Nagad,Rent 
26-01-2023,Income,365,Nagad,Shopping 
19-08-2023,Income,132,Cash,Shopping 
25-03-2024,Expense,344,Credit Card,Rent 
06-12-2024,Expense,721,Nagad,Rent 
26-07-2023,Income,777,Credit Card,Shopping 
22-07-2023,Income,505,Bkash,Rent 
20-06-2024,Expense,385,Cash,Rent 
13-11-2023,Income,250,Nagad,Rent 
17-03-2024,Income,354,Nagad,Salary 
15-07-2024,Income,429,Cash,Rent 
09-04-2024,Income,893,Credit Card,Transfer 
03-08-2023,Income,415,Bkash,Transfer 
06-02-2024,Expense,672,Cash,Transfer 
19-02-2023,Income,910,Credit Card,Salary 
01-05-2023,Income,569,Bkash,Groceries 
18-08-2024,Expense,911,Bkash,Rent 
07-11-2024,Expense,912,Bkash,Rent 
10-12-2024,Income,227,Nagad,Transfer 
19-02-2024,Expense,478,Bkash,Salary 
09-01-2023,Income,163,Nagad,Groceries 
27-11-2024,Expense,460,Nagad,Shopping 
10-06-2024,Income,436,Nagad,Shopping 
28-06-2023,Income,332,Bkash,Rent 
01-11-2023,Expense,512,Nagad,Transfer 
03-12-2024,Expense,997,Nagad,Groceries 
10-07-2023,Income,727,Nagad,Shopping 
18-07-2023,Expense,384,Credit Card,Transfer 
05-05-2024,Expense,445,Cash,Transfer 
22-04-2023,Income,270,Bkash,Shopping 
23-03-2024,Income,547,Credit Card,Rent 
26-11-2023,Income,870,Cash,Groceries 
06-11-2023,Income,356,Nagad,Salary 
10-10-2024,Income,585,Nagad,Rent 
20-07-2023,Expense,800,Bkash,Groceries 
09-03-2023,Expense,645,Nagad,Shopping 
27-08-2023,Expense,190,Credit Card,Groceries 
01-07-2023,Expense,339,Credit Card,Transfer 
17-12-2023,Income,117,Credit Card,Shopping 
03-05-2024,Expense,260,Bkash,Rent 
10-01-2023,Expense,272,Cash,Groceries 
11-11-2024,Income,712,Nagad,Salary 
25-06-2023,Expense,504,Credit Card,Shopping 
13-06-2023,Expense,446,Credit Card,Salary 
18-08-2024,Income,165,Nagad,Rent 
18-08-2023,Expense,282,Nagad,Rent 
05-11-2023,Income,254,Bkash,Groceries 
27-05-2024,Expense,332,Bkash,Salary 
22-05-2023,Expense,172,Credit Card,Groceries 
01-07-2024,Expense,137,Bkash,Salary 
08-08-2024,Expense,1000,Bkash,Shopping 
17-03-2024,Expense,650,Bkash,Transfer 
07-02-2023,Income,721,Cash,Salary 
17-10-2024,Expense,256,Bkash,Salary 
09-11-2024,Expense,461,Cash,Salary 
27-03-2023,Expense,970,Nagad,Rent 
27-04-2024,Income,510,Credit Card,Rent 
11-12-2023,Income,617,Credit Card,Transfer 
23-10-2023,Expense,696,Bkash,Groceries 
06-07-2023,Income,637,Bkash,Rent 
20-04-2023,Income,626,Nagad,Transfer 
25-12-2023,Expense,666,Credit Card,Rent 
15-09-2023,Income,843,Credit Card,Rent 
08-01-2024,Income,753,Cash,Salary 
17-06-2023,Income,995,Bkash,Groceries 
10-01-2024,Expense,160,Credit Card,Transfer 
23-06-2024,Income,163,Nagad,Groceries 
18-02-2024,Income,780,Cash,Salary 
02-12-2023,Income,416,Credit Card,Shopping 
10-03-2023,Expense,268,Cash,Groceries 
09-02-2023,Expense,154,Nagad,Groceries 
23-07-2023,Income,456,Bkash,Shopping 
05-05-2024,Income,207,Credit Card,Transfer 
11-06-2024,Income,289,Credit Card,Salary 
12-05-2024,Expense,831,Nagad,Shopping 
20-11-2023,Expense,252,Cash,Salary 
17-11-2024,Income,978,Cash,Transfer 
05-02-2023,Income,832,Nagad,Groceries 
14-09-2024,Expense,727,Bkash,Shopping 
27-08-2023,Income,459,Credit Card,Rent 
23-06-2024,Income,375,Cash,Salary 
21-06-2024,Expense,181,Cash,Transfer 
21-03-2024,Income,605,Credit Card,Salary 
13-05-2023,Income,288,Cash,Groceries 
11-12-2023,Income,128,Nagad,Shopping 
08-03-2024,Income,203,Nagad,Shopping 
19-02-2023,Income,527,Nagad,Rent 
18-08-2023,Expense,134,Nagad,Groceries 
18-07-2024,Expense,385,Bkash,Transfer 
16-12-2024,Expense,945,Nagad,Rent 
25-02-2023,Income,554,Credit Card,Salary 
04-01-2024,Expense,905,Cash,Salary 
14-08-2024,Income,894,Nagad,Rent 
21-05-2023,Expense,825,Bkash,Salary 
16-12-2024,Expense,690,Cash,Groceries 
20-01-2023,Expense,257,Bkash,Groceries 
07-10-2024,Expense,257,Bkash,Salary 
15-07-2024,Income,199,Nagad,Rent 
11-08-2024,Income,745,Bkash,Groceries 
26-08-2023,Expense,665,Cash,Groceries 
10-10-2023,Income,922,Credit Card,Shopping 
14-04-2024,Income,254,Nagad,Rent 
07-03-2023,Expense,768,Bkash,Salary 
22-06-2023,Income,758,Nagad,Transfer 
15-01-2023,Income,286,Cash,Shopping 
07-05-2024,Income,313,Bkash,Shopping 
14-06-2023,Income,697,Cash,Groceries 
06-02-2023,Income,689,Credit Card,Groceries 
23-07-2023,Expense,336,Cash,Rent 
21-12-2024,Income,305,Nagad,Salary 
27-11-2023,Expense,543,Nagad,Salary 
26-02-2024,Expense,692,Credit Card,Shopping 
07-03-2024,Income,743,Cash,Salary 
13-12-2023,Expense,774,Nagad,Shopping 
14-07-2024,Expense,867,Cash,Groceries 
22-09-2024,Expense,778,Nagad,Rent 
25-09-2023,Income,696,Cash,Shopping 
22-06-2024,Income,798,Credit Card,Rent 
26-10-2023,Income,745,Nagad,Shopping 
15-02-2024,Expense,277,Nagad,Transfer 
09-06-2024,Income,236,Nagad,Shopping 
05-07-2024,Income,405,Cash,Shopping 
21-08-2024,Income,603,Bkash,Transfer 
15-11-2023,Expense,324,Credit Card,Salary 
08-07-2023,Expense,405,Bkash,Groceries 
02-08-2023,Income,412,Credit Card,Shopping 
03-07-2024,Income,431,Bkash,Transfer 
21-11-2024,Expense,756,Cash,Rent 
16-04-2024,Expense,433,Credit Card,Salary 
22-03-2024,Expense,982,Nagad,Rent 
05-03-2024,Income,947,Credit Card,Rent 
10-11-2024,Expense,242,Bkash,Salary 
09-08-2023,Income,144,Credit Card,Salary 
22-01-2024,Income,807,Bkash,Salary 
09-04-2024,Expense,494,Credit Card,Shopping 
21-10-2023,Income,419,Cash,Transfer 
03-09-2024,Expense,169,Cash,Rent 
12-02-2024,Expense,155,Credit Card,Rent 
23-08-2024,Expense,663,Bkash,Transfer 
19-09-2023,Income,962,Nagad,Salary 
